GICS industry group,ASX Code,Type,30/09/2017,30/09/2016,30/09/2015,30/09/2014
Not Applic,ANV,0,0,0,0,0
Not Applic,ANV,0,0,0,0,0
Not Applic,ANV,0,0,0,0,0
Not Applic,ANV,0,0,0,0,0
Not Applic,ANV,0,0,0,0,0
Not Applic,ANV,0,0,0,0,0
Not Applic,ANV,0,0,0,0,0
Not Applic,ANV,0,0,0,0,0
Not Applic,ANV,0,0,0,0,0
Not Applic,ANV,0,0,0,0,0
Not Applic,ANV,0,0,0,0,0
Not Applic,ANV,0,0,0,0,0
Not Applic,ANV,0,0,0,0,0
Not Applic,ANV,0,0,0,0,0
Not Applic,ANV,0,0,0,0,0
Consumer Services,ACO,0,0,0,0,0
Not Applic,XCL,0,0,0,0,0
Not Applic,XCL,0,0,0,0,0
Not Applic,XCL,0,0,0,0,0
Not Applic,XCL,0,0,0,0,0
Not Applic,XCL,0,0,0,0,0
Not Applic,XCL,0,0,0,0,0
Not Applic,XCL,0,0,0,0,0
Not Applic,XCL,0,0,0,0,0
Not Applic,XCL,0,0,0,0,0
Not Applic,XCL,0,0,0,0,0
Diversified Financials,AUI,0,0,0,0,0
Not Applic,AYU,0,0,0,0,0
Not Applic,AYU,0,0,0,0,0
Not Applic,AYU,0,0,0,0,0
Not Applic,AYU,0,0,0,0,0
Not Applic,AYU,0,0,0,0,0
Not Applic,AYU,0,0,0,0,0
Not Applic,AYU,0,0,0,0,0
Not Applic,AYU,0,0,0,0,0
Not Applic,AYU,0,0,0,0,0
Not Applic,AYU,0,0,0,0,0
Not Applic,AYU,0,0,0,0,0
Not Applic,AYU,0,0,0,0,0
Not Applic,AYU,0,0,0,0,0
Not Applic,AYU,0,0,0,0,0
Not Applic,AYU,0,0,0,0,0
Not Applic,AYU,0,0,0,0,0
Not Applic,AYU,0,0,0,0,0
Not Applic,AYU,0,0,0,0,0
Not Applic,AYU,0,0,0,0,0
Not Applic,AYU,0,0,0,0,0
Not Applic,AYU,0,0,0,0,0
Not Applic,AYU,0,0,0,0,0
Real Estate,BHL,0,0,0,0,0
Not Applic,BPB,0,0,0,0,0
Not Applic,BPB,0,0,0,0,0
Not Applic,BPB,0,0,0,0,0
Not Applic,BPB,0,0,0,0,0
Not Applic,BPB,0,0,0,0,0
Not Applic,BPB,0,0,0,0,0
Not Applic,BPB,0,0,0,0,0
Not Applic,BPB,0,0,0,0,0
Not Applic,BPB,0,0,0,0,0
Not Applic,BPB,0,0,0,0,0
Not Applic,BPB,0,0,0,0,0
Not Applic,BPB,0,0,0,0,0
Not Applic,BPB,0,0,0,0,0
Not Applic,BPB,0,0,0,0,0
Materials,CAD,0,0,0,0,0
Not Applic,DXA,0,0,0,0,0
Not Applic,DXA,0,0,0,0,0
Not Applic,DXA,0,0,0,0,0
Not Applic,DXA,0,0,0,0,0
Not Applic,DXA,0,0,0,0,0
Not Applic,DXA,0,0,0,0,0
Not Applic,DXA,0,0,0,0,0
Not Applic,DXA,0,0,0,0,0
Not Applic,DXA,0,0,0,0,0
Not Applic,DXA,0,0,0,0,0
Diversified Financials,CGF,0,0,0,0,0
Not Applic,CHJ,0,0,0,0,0
Not Applic,CHJ,0,0,0,0,0
Not Applic,CHJ,0,0,0,0,0
Not Applic,CHJ,0,0,0,0,0
Not Applic,CHJ,0,0,0,0,0
Not Applic,CHJ,0,0,0,0,0
Not Applic,CHJ,0,0,0,0,0
Not Applic,CHJ,0,0,0,0,0
Not Applic,CHJ,0,0,0,0,0
Not Applic,CHJ,0,0,0,0,0
Not Applic,CHJ,0,0,0,0,0
Not Applic,CHJ,0,0,0,0,0
Not Applic,CHU,0,0,0,0,0
Not Applic,CHU,0,0,0,0,0
Not Applic,CHU,0,0,0,0,0
Not Applic,CHU,0,0,0,0,0
Not Applic,CHU,0,0,0,0,0
Not Applic,CHU,0,0,0,0,0
Not Applic,CHU,0,0,0,0,0
Not Applic,CHU,0,0,0,0,0
Not Applic,CHU,0,0,0,0,0
Not Applic,CHU,0,0,0,0,0
Not Applic,CHU,0,0,0,0,0
Not Applic,CHU,0,0,0,0,0
Not Applic,CHU,0,0,0,0,0
Materials,CHZ,0,0,0,0,0
Not Applic,CCB,0,0,0,0,0
Not Applic,CCB,0,0,0,0,0
Not Applic,CCB,0,0,0,0,0
Not Applic,CCB,0,0,0,0,0
Not Applic,CCB,0,0,0,0,0
Not Applic,CCB,0,0,0,0,0
Not Applic,CCB,0,0,0,0,0
Not Applic,CCB,0,0,0,0,0
Not Applic,CCB,0,0,0,0,0
Not Applic,CCB,0,0,0,0,0
Not Applic,CCB,0,0,0,0,0
Not Applic,CCB,0,0,0,0,0
Not Applic,CCB,0,0,0,0,0
Not Applic,CCB,0,0,0,0,0
Not Applic,CCB,0,0,0,0,0
Not Applic,CCB,0,0,0,0,0
Not Applic,CCB,0,0,0,0,0
Not Applic,CCB,0,0,0,0,0
Not Applic,CCB,0,0,0,0,0
Not Applic,CCB,0,0,0,0,0
Not Applic,CCB,0,0,0,0,0
Software & Services,COM,0,0,0,0,0
Not Applic,CFF,0,0,0,0,0
Not Applic,CFF,0,0,0,0,0
Not Applic,CFF,0,0,0,0,0
Not Applic,CFF,0,0,0,0,0
Not Applic,CFF,0,0,0,0,0
Not Applic,CFF,0,0,0,0,0
Not Applic,CFF,0,0,0,0,0
Not Applic,CFF,0,0,0,0,0
Not Applic,CFF,0,0,0,0,0
Not Applic,CFF,0,0,0,0,0
Not Applic,CFF,0,0,0,0,0
Not Applic,CFF,0,0,0,0,0
Not Applic,CFF,0,0,0,0,0
Not Applic,CFF,0,0,0,0,0
Consumer Services,CWN,0,0,0,0,0
Not Applic,CUH,0,0,0,0,0
Not Applic,CUH,0,0,0,0,0
Not Applic,CUH,0,0,0,0,0
Not Applic,CUH,0,0,0,0,0
Not Applic,CUH,0,0,0,0,0
Not Applic,CUH,0,0,0,0,0
Not Applic,CUH,0,0,0,0,0
Not Applic,CUH,0,0,0,0,0
Not Applic,CUH,0,0,0,0,0
Not Applic,CUH,0,0,0,0,0
Not Applic,CUH,0,0,0,0,0
Not Applic,CUH,0,0,0,0,0
Not Applic,CUH,0,0,0,0,0
Not Applic,CUH,0,0,0,0,0
Not Applic,CUH,0,0,0,0,0
Not Applic,CUH,0,0,0,0,0
Not Applic,CUH,0,0,0,0,0
Not Applic,CU1,0,0,0,0,0
Not Applic,CU1,0,0,0,0,0
Not Applic,CU1,0,0,0,0,0
Not Applic,CU1,0,0,0,0,0
Not Applic,CU1,0,0,0,0,0
Not Applic,CU1,0,0,0,0,0
Not Applic,CU1,0,0,0,0,0
Not Applic,CU1,0,0,0,0,0
Not Applic,CU1,0,0,0,0,0
Not Applic,CU1,0,0,0,0,0
Not Applic,CU1,0,0,0,0,0
Not Applic,CU1,0,0,0,0,0
Not Applic,CU1,0,0,0,0,0
Not Applic,CU1,0,0,0,0,0
Not Applic,CU1,0,0,0,0,0
Not Applic,CU1,0,0,0,0,0
Not Applic,CU1,0,0,0,0,0
Not Applic,CU1,0,0,0,0,0
Not Applic,CU2,0,0,0,0,0
Not Applic,CU2,0,0,0,0,0
Not Applic,CU2,0,0,0,0,0
Not Applic,CU2,0,0,0,0,0
Not Applic,CU2,0,0,0,0,0
Not Applic,CU2,0,0,0,0,0
Not Applic,CU2,0,0,0,0,0
Software & Services,DN8,0,0,0,0,0
Not Applic,DA1,0,0,0,0,0
Not Applic,DA1,0,0,0,0,0
Not Applic,DA1,0,0,0,0,0
Not Applic,DA1,0,0,0,0,0
Not Applic,DA1,0,0,0,0,0
Not Applic,DA1,0,0,0,0,0
Not Applic,DAZ,0,0,0,0,0
Not Applic,DAZ,0,0,0,0,0
Not Applic,DAZ,0,0,0,0,0
Not Applic,DAZ,0,0,0,0,0
Not Applic,DAZ,0,0,0,0,0
Not Applic,DAZ,0,0,0,0,0
Not Applic,DAM,0,0,0,0,0
Not Applic,DAM,0,0,0,0,0
Not Applic,DAM,0,0,0,0,0
Not Applic,DAM,0,0,0,0,0
Not Applic,DAM,0,0,0,0,0
Not Applic,DAM,0,0,0,0,0
Not Applic,DAM,0,0,0,0,0
Not Applic,DAM,0,0,0,0,0
Not Applic,DAM,0,0,0,0,0
Not Applic,DAM,0,0,0,0,0
Not Applic,DAM,0,0,0,0,0
Not Applic,DAM,0,0,0,0,0
Not Applic,DAM,0,0,0,0,0
Not Applic,DAM,0,0,0,0,0
Not Applic,DAM,0,0,0,0,0
Not Applic,DAM,0,0,0,0,0
Not Applic,DAM,0,0,0,0,0
Not Applic,DAM,0,0,0,0,0
Not Applic,DAM,0,0,0,0,0
Not Applic,DAM,0,0,0,0,0
Not Applic,DAE,0,0,0,0,0
Not Applic,DAE,0,0,0,0,0
Not Applic,DAE,0,0,0,0,0
Not Applic,DAE,0,0,0,0,0
Not Applic,DAE,0,0,0,0,0
Not Applic,DAE,0,0,0,0,0
Not Applic,DAE,0,0,0,0,0
Not Applic,DAE,0,0,0,0,0
Not Applic,DAE,0,0,0,0,0
Not Applic,DAE,0,0,0,0,0
Not Applic,DAE,0,0,0,0,0
Not Applic,DAQ,0,0,0,0,0
Not Applic,DAQ,0,0,0,0,0
Not Applic,DAQ,0,0,0,0,0
Not Applic,DAQ,0,0,0,0,0
Not Applic,DAQ,0,0,0,0,0
Not Applic,EMF,0,0,0,0,0
Not Applic,EMI,0,0,0,0,0
Not Applic,EMI,0,0,0,0,0
Not Applic,EMI,0,0,0,0,0
Not Applic,EMI,0,0,0,0,0
Not Applic,EMI,0,0,0,0,0
Not Applic,EMI,0,0,0,0,0
Not Applic,EMI,0,0,0,0,0
Not Applic,EMI,0,0,0,0,0
Not Applic,EMI,0,0,0,0,0
Not Applic,EMI,0,0,0,0,0
Not Applic,EMI,0,0,0,0,0
Not Applic,EMI,0,0,0,0,0
Not Applic,EMI,0,0,0,0,0
Not Applic,EMI,0,0,0,0,0
Not Applic,EMI,0,0,0,0,0
Not Applic,EMI,0,0,0,0,0
Not Applic,EMI,0,0,0,0,0
Not Applic,EMI,0,0,0,0,0
Not Applic,EMI,0,0,0,0,0
Not Applic,EMI,0,0,0,0,0
Not Applic,EMI,0,0,0,0,0
Not Applic,EMI,0,0,0,0,0
Not Applic,EMI,0,0,0,0,0
Not Applic,EMI,0,0,0,0,0
Not Applic,FGF,0,0,0,0,0
Not Applic,FMA,0,0,0,0,0
Not Applic,FMA,0,0,0,0,0
Not Applic,FMA,0,0,0,0,0
Not Applic,FMA,0,0,0,0,0
Not Applic,FMA,0,0,0,0,0
Not Applic,FMA,0,0,0,0,0
Not Applic,FMA,0,0,0,0,0
Not Applic,FMA,0,0,0,0,0
Not Applic,FMA,0,0,0,0,0
Not Applic,FMA,0,0,0,0,0
Not Applic,FMA,0,0,0,0,0
Not Applic,FMA,0,0,0,0,0
Class Pend,GDC,0,0,0,0,0
Class Pend,GEO,0,0,0,0,0
Class Pend,GEO,0,0,0,0,0
Class Pend,GEO,0,0,0,0,0
Class Pend,GEO,0,0,0,0,0
Class Pend,GEO,0,0,0,0,0
Class Pend,GEO,0,0,0,0,0
Class Pend,GEO,0,0,0,0,0
Class Pend,GEO,0,0,0,0,0
Class Pend,GEO,0,0,0,0,0
Class Pend,GEO,0,0,0,0,0
Materials,HCO,0,0,0,0,0
Not Applic,HCS,0,0,0,0,0
Not Applic,HCS,0,0,0,0,0
Not Applic,HCS,0,0,0,0,0
Not Applic,HCS,0,0,0,0,0
Not Applic,HCS,0,0,0,0,0
Not Applic,HCS,0,0,0,0,0
Not Applic,HCS,0,0,0,0,0
Not Applic,HCS,0,0,0,0,0
Not Applic,HCS,0,0,0,0,0
Not Applic,HCS,0,0,0,0,0
Not Applic,HCS,0,0,0,0,0
Media,IS3,0,0,0,0,0
Not Applic,IAN,0,0,0,0,0
Not Applic,IAN,0,0,0,0,0
Not Applic,IAN,0,0,0,0,0
Not Applic,IAN,0,0,0,0,0
Not Applic,IAN,0,0,0,0,0
Not Applic,IAN,0,0,0,0,0
Not Applic,IAN,0,0,0,0,0
Not Applic,IAN,0,0,0,0,0
Not Applic,IAN,0,0,0,0,0
Not Applic,IAN,0,0,0,0,0
Not Applic,IAN,0,0,0,0,0
Not Applic,IAN,0,0,0,0,0
Not Applic,IAN,0,0,0,0,0
Not Applic,IAN,0,0,0,0,0
Not Applic,IAN,0,0,0,0,0
Not Applic,IAN,0,0,0,0,0
Not Applic,IAN,0,0,0,0,0
Not Applic,IAN,0,0,0,0,0
Not Applic,IAN,0,0,0,0,0
Not Applic,IAN,0,0,0,0,0
Health Care Equipment & Services,ICS,0,0,0,0,0
Not Applic,IDF,0,0,0,0,0
Not Applic,IDF,0,0,0,0,0
Not Applic,IDF,0,0,0,0,0
Not Applic,IDF,0,0,0,0,0
Not Applic,IDF,0,0,0,0,0
Not Applic,IDF,0,0,0,0,0
Not Applic,IDF,0,0,0,0,0
Not Applic,IDF,0,0,0,0,0
Not Applic,IDF,0,0,0,0,0
Not Applic,IDF,0,0,0,0,0
Not Applic,IDF,0,0,0,0,0
Not Applic,IDF,0,0,0,0,0
Not Applic,IDF,0,0,0,0,0
Not Applic,IDF,0,0,0,0,0
Not Applic,IDF,0,0,0,0,0
Not Applic,IDF,0,0,0,0,0
Not Applic,IDH,0,0,0,0,0
Not Applic,IDH,0,0,0,0,0
Not Applic,IDH,0,0,0,0,0
Not Applic,IDH,0,0,0,0,0
Not Applic,IDH,0,0,0,0,0
Not Applic,IDH,0,0,0,0,0
Not Applic,IDH,0,0,0,0,0
Not Applic,IDH,0,0,0,0,0
Not Applic,IDH,0,0,0,0,0
Not Applic,IDH,0,0,0,0,0
Not Applic,IDH,0,0,0,0,0
Not Applic,IDH,0,0,0,0,0
Not Applic,IDH,0,0,0,0,0
Not Applic,IDH,0,0,0,0,0
Not Applic,IDH,0,0,0,0,0
Not Applic,IDH,0,0,0,0,0
Not Applic,IDH,0,0,0,0,0
Not Applic,IDJ,0,0,0,0,0
Not Applic,IDJ,0,0,0,0,0
Not Applic,IDJ,0,0,0,0,0
Not Applic,IDJ,0,0,0,0,0
Not Applic,IDJ,0,0,0,0,0
Not Applic,IDJ,0,0,0,0,0
Not Applic,IDJ,0,0,0,0,0
Not Applic,IDJ,0,0,0,0,0
Not Applic,IDJ,0,0,0,0,0
Real Estate,IDR,0,0,0,0,0
Not Applic,ICB,0,0,0,0,0
Not Applic,ICB,0,0,0,0,0
Not Applic,ICB,0,0,0,0,0
Not Applic,ICB,0,0,0,0,0
Not Applic,ICB,0,0,0,0,0
Not Applic,ICB,0,0,0,0,0
Not Applic,ICB,0,0,0,0,0
Not Applic,ICB,0,0,0,0,0
Not Applic,ICB,0,0,0,0,0
Not Applic,ICB,0,0,0,0,0
Not Applic,ICB,0,0,0,0,0
Not Applic,ICB,0,0,0,0,0
Not Applic,ICB,0,0,0,0,0
Not Applic,ICB,0,0,0,0,0
Not Applic,ICB,0,0,0,0,0
Not Applic,ICB,0,0,0,0,0
Not Applic,ICB,0,0,0,0,0
Not Applic,ICB,0,0,0,0,0
Not Applic,ICB,0,0,0,0,0
Real Estate,IEQ,0,0,0,0,0
Not Applic,IFX,0,0,0,0,0
Not Applic,IFX,0,0,0,0,0
Not Applic,IFX,0,0,0,0,0
Not Applic,IFX,0,0,0,0,0
Not Applic,IFX,0,0,0,0,0
Not Applic,IFX,0,0,0,0,0
Not Applic,IFX,0,0,0,0,0
Not Applic,IFX,0,0,0,0,0
Not Applic,IFX,0,0,0,0,0
Not Applic,IFX,0,0,0,0,0
Not Applic,IFX,0,0,0,0,0
Not Applic,IFX,0,0,0,0,0
Materials,IGS,0,0,0,0,0
Not Applic,IMG,0,0,0,0,0
Not Applic,IMG,0,0,0,0,0
Not Applic,IMG,0,0,0,0,0
Not Applic,IMG,0,0,0,0,0
Not Applic,IMG,0,0,0,0,0
Not Applic,IMG,0,0,0,0,0
Not Applic,IMG,0,0,0,0,0
Not Applic,IMG,0,0,0,0,0
Not Applic,IMG,0,0,0,0,0
Not Applic,IMG,0,0,0,0,0
Not Applic,IMG,0,0,0,0,0
Not Applic,IMG,0,0,0,0,0
Not Applic,IMG,0,0,0,0,0
Not Applic,IMG,0,0,0,0,0
Not Applic,IMG,0,0,0,0,0
Not Applic,IMG,0,0,0,0,0
Not Applic,IMG,0,0,0,0,0
Not Applic,IMG,0,0,0,0,0
Not Applic,IMG,0,0,0,0,0
Not Applic,IMG,0,0,0,0,0
Not Applic,IMG,0,0,0,0,0
Not Applic,IMG,0,0,0,0,0
Not Applic,IMG,0,0,0,0,0
Not Applic,IMG,0,0,0,0,0
Not Applic,IMG,0,0,0,0,0
Not Applic,IMX,0,0,0,0,0
Not Applic,IMX,0,0,0,0,0
Not Applic,IMX,0,0,0,0,0
Not Applic,IMX,0,0,0,0,0
Not Applic,IMX,0,0,0,0,0
Not Applic,IMX,0,0,0,0,0
Not Applic,IMX,0,0,0,0,0
Not Applic,IMX,0,0,0,0,0
Not Applic,IMX,0,0,0,0,0
Not Applic,IMX,0,0,0,0,0
Not Applic,IMX,0,0,0,0,0
Not Applic,IMX,0,0,0,0,0
Not Applic,IMX,0,0,0,0,0
Not Applic,IMX,0,0,0,0,0
Not Applic,IMX,0,0,0,0,0
Not Applic,IMX,0,0,0,0,0
Not Applic,IMX,0,0,0,0,0
Not Applic,IMX,0,0,0,0,0
Not Applic,IMX,0,0,0,0,0
Not Applic,IMQ,0,0,0,0,0
Not Applic,IMQ,0,0,0,0,0
Not Applic,IMQ,0,0,0,0,0
Not Applic,IMQ,0,0,0,0,0
Not Applic,IMQ,0,0,0,0,0
Not Applic,IMQ,0,0,0,0,0
Not Applic,IMQ,0,0,0,0,0
Not Applic,IMQ,0,0,0,0,0
Not Applic,IMQ,0,0,0,0,0
Not Applic,IMQ,0,0,0,0,0
Not Applic,IMQ,0,0,0,0,0
Not Applic,IMQ,0,0,0,0,0
Not Applic,IMK,0,0,0,0,0
Not Applic,IMK,0,0,0,0,0
Not Applic,IMK,0,0,0,0,0
Not Applic,IMK,0,0,0,0,0
Not Applic,IMK,0,0,0,0,0
Not Applic,IMK,0,0,0,0,0
Not Applic,IMK,0,0,0,0,0
Not Applic,IMK,0,0,0,0,0
Not Applic,IMK,0,0,0,0,0
Not Applic,IMK,0,0,0,0,0
Not Applic,IMK,0,0,0,0,0
Not Applic,IMK,0,0,0,0,0
Not Applic,IMK,0,0,0,0,0
Not Applic,IMN,0,0,0,0,0
Not Applic,IMN,0,0,0,0,0
Not Applic,IMN,0,0,0,0,0
Not Applic,IMN,0,0,0,0,0
Not Applic,IMN,0,0,0,0,0
Not Applic,IMN,0,0,0,0,0
Not Applic,IMN,0,0,0,0,0
Not Applic,IMN,0,0,0,0,0
Not Applic,IMN,0,0,0,0,0
Not Applic,IMN,0,0,0,0,0
Not Applic,IMN,0,0,0,0,0
Not Applic,IMN,0,0,0,0,0
Not Applic,IMN,0,0,0,0,0
Not Applic,IMN,0,0,0,0,0
Not Applic,IMN,0,0,0,0,0
Not Applic,IMN,0,0,0,0,0
Not Applic,IMN,0,0,0,0,0
Not Applic,IMN,0,0,0,0,0
Not Applic,IMN,0,0,0,0,0
Not Applic,IMN,0,0,0,0,0
Not Applic,IMN,0,0,0,0,0
Not Applic,IMN,0,0,0,0,0
Not Applic,IMO,0,0,0,0,0
Not Applic,IMO,0,0,0,0,0
Not Applic,IMO,0,0,0,0,0
Not Applic,IMO,0,0,0,0,0
Not Applic,IMO,0,0,0,0,0
Not Applic,IMO,0,0,0,0,0
Not Applic,IMO,0,0,0,0,0
Not Applic,IMO,0,0,0,0,0
Not Applic,IMO,0,0,0,0,0
Not Applic,IMO,0,0,0,0,0
Not Applic,IMO,0,0,0,0,0
Not Applic,IMO,0,0,0,0,0
Not Applic,IMO,0,0,0,0,0
Not Applic,IMO,0,0,0,0,0
Not Applic,IMO,0,0,0,0,0
Not Applic,IMO,0,0,0,0,0
Not Applic,IMO,0,0,0,0,0
Not Applic,INB,0,0,0,0,0
Not Applic,INB,0,0,0,0,0
Not Applic,INB,0,0,0,0,0
Not Applic,INB,0,0,0,0,0
Not Applic,INB,0,0,0,0,0
